
Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA;;UNO
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2023-02-05;50.061,47;4565766775947;51.466,35;4624837777598;52.740,25;6134531902222;48.516,10;2759674300589;49.515,99;1676817863822;49.275,70;4856795708634;49.619,40;324847293184
2023-02-06;50.006,82;4561528470687;51.439,31;4622670012379;52.701,21;6129022922058;48.483,83;2759551325285;49.495,53;1676568712714;49.211,43;4851128971536;49.586,18;325011568642
2023-02-07;50.177,56;4580344268871;51.590,77;4638036089497;52.869,77;6149631636164;48.639,38;2770236553705;49.662,81;1682420749392;49.379,00;4867843768881;49.751,41;326262694978
2023-02-08;50.027,71;4569774780325;51.426,25;4626849176887;52.709,06;6135745969958;48.472,88;2764775020526;49.500,69;1678839031982;49.229,30;4854631534640;49.566,25;325875783390
2023-02-09;49.774,58;4549560120208;51.167,90;4605186767783;52.437,33;6108391602404;48.224,54;2754748471031;49.280,94;1673470753496;48.933,98;4826470347668;49.326,65;325462120617
2023-02-10;49.893,53;4562513031702;51.307,82;4618875524367;52.560,15;6126820424132;48.350,63;2766992478997;49.393,03;1680156178198;49.045,99;4839854160651;49.439,96;327463836748
2023-02-11;49.893,53;4562513031702;51.307,82;4618875524367;52.560,15;6126820424132;48.350,63;2766992478997;49.393,03;1680156178198;49.045,99;4839854160651;49.439,96;327463836748
2023-02-12;49.893,53;4562513031702;51.307,82;4618875524367;52.560,15;6126820424132;48.350,63;2766992478997;49.393,03;1680156178198;49.045,99;4839854160651;49.439,96;327463836748
2023-02-13;49.890,33;4567566966182;51.303,93;4621120792431;52.547,00;6131301457964;48.346,26;2777909410920;49.391,79;1684259039988;49.045,77;4846095307129;49.452,86;330060866891
2023-02-14;49.821,00;4569544028295;51.229,79;4620505773291;52.467,87;6128870146028;48.291,69;2795590634395;49.315,48;1692883017883;48.955,34;4848718340799;49.379,00;334452979656
2023-02-15;49.631,55;4556393409414;51.029,11;4600076163845;52.260,18;6109532169222;48.104,15;2799323259434;49.138,20;1706524175219;48.743,50;4836615613678;49.172,75;336631094380
2023-02-16;49.591,35;4551339909355;50.997,24;4595904011328;52.229,34;6103892088633;48.072,19;2798080449704;49.096,16;1705769448788;48.704,53;4832398189000;49.131,74;336566689848
